ATKINSON COUNTY - SR 50 MSW LANDFILL,64 Arthur Davis Jr. Drive,Willacoochee,31650,31.33676,-83.03276,Minor,Sanitary Landfill
South Georgia Cargo,393 East Austin St.,Pearson,31642,31.2958,-82.84789,Minor,Top And Body Repair And Paint Shops
Douglas Pellets LLC,175 Georgia Pacific Lane,Pearson,31642,31.2922,-82.82508,Synthetic Minor,Peanut Hull Pellet Mill
MILLIKEN & CO. (ALMA PLANT),2410 Ga Hwy 32 W,Alma,31510,31.54464,-82.53414,Title V,Carpet Yarns
Tyson Farms Inc. River Valley Ingredients - Alma,1255 Us Hwy 1 South,Alma,31510,31.516287,-82.461739,Synthetic Minor,Rendering Plant
Beach Timber Company Inc.,128 Beach Timber Road,Alma,31510,31.577337,-82.461107,Synthetic Minor,Wooden Pole Mill And Lumber Mill
Lewis Auto Body,158 Lois Lane,Alma,31510,31.5416,-82.48296,Minor,Automotive Painting And Refinishing
Richmond Baking of Georgia,135 Industrial Dr.,Alma,31510,31.54737,-82.51153,Minor,Commercial Bakery
Alma Terminal,151 Old Dixie School Rd,Alma,31510,31.611259,-82.555965,Minor,Lpg Terminal
Mid-South Feeds Inc.,403 Market Street,Alma,31510,31.53984,-82.469071,Minor,Animal Feed Mill
Fowler-Flemister Concrete Inc,711 N. Wilkinson St.,Milledgeville,31061,33.088969,-83.231197,Minor,Ready Mix Concrete
Central State Hospital,620 Broad St,Milledgeville,31062,33.04598,-83.21872,Minor,State Hospital
Triumph Aerostructures LLC - Vought Aircraft Division,90 Hwy 22 West,Milledgeville,31061,33.096063,-83.261951,Title V,Aircraft Component Manufacturer
Chem-Tex Inc,70 Ga Hwy 22 West,Milledgeville,31061,33.0796,-83.3035,Minor,Chemical Mixing
Southern Natural Gas Company L.L.C - Hall Gate Comp. Station,180 J M Walker Rd Ne,Milledgeville,31061,33.058509,-83.051924,Title V,Natural Gas Compressor
Nova Cabinet Shop,3016 N. Columbia St.,Milledgeville,31061,33.110861,-83.256571,Permit By Rule,Wood Furniture Mfg
C & R Cabinet Shop,3037 N. Columbia Rd,Milledgeville,31061,33.111191,-83.256498,Permit By Rule,Wood Furniture Mfg
Rath Refractories,290 Industrial Park Drive,Milledgeville,31061,33.092188,-83.285499,Synthetic Minor,Alumina Processing
Baldwin Body Shop Inc.,121 W. Screven Street,Milledgeville,31061,33.07463,-83.22594,Minor,Automotive Painting And Refinishing
C&S Body Shop,1050 S. Jefferson St.,Milledgeville,31061,33.06841,-83.22104,Minor,Automotive Painting And Refinishing
City of Milledgeville WPCP,211 Highview Road,Milledgeville,31061,33.046944,-83.195278,Minor,Sewage Treatment Facilities
James Baugh WTP,318 Barrows Ferry Rd,Milledgeville,31061,33.104444,-83.212778,Minor,Water Supply And Irrigation Systems
Lamar Ham WTP,520 East Montgomery St.,Milledgeville,31061,33.086944,-83.219167,Minor,Water Supply And Irrigation Systems
Navicent Health Baldwin,821 N. Cobb St,Milledgeville,31061,33.089682,-83.245923,Minor,Hospital
Mount Vernon Mills Inc.,2850 Gainesville Hwy,Alto,30510,34.4655,-83.576135,Synthetic Minor,Textile Operation
Fieldale Farms Corp. (Feed Mill),578 Broiler Blvd.,Baldwin,30511,34.4828,-83.5537,Synthetic Minor,Poultry Feed Mills Office
R & B LANDFILL,610 Bennett Rd,Homer,30547,34.31942,-83.40984,Title V,Municipal Solid Waste Landfill
Commerce Water Treatment Plant,265 Water Plant Road,Commerce,30529,34.261944,-83.489722,Minor,Water Supply And Irrigation Systems
Kerry Inc.,171 Diana Way,Commerce,30529,34.26354,-83.467391,Minor,Poultry Slauhtering And Processing
SELIT North America Inc.,112 SELIT Dr,Commerce,30529,34.19228,-83.46402,Synthetic Minor,Polystyrene Form Underlayment Manufacturing
Stepan Company,951 Bankhead Hwy,Winder,30680,33.997205,-83.788171,Synthetic Minor,Custom Chemicals
Winder Lumber Co,137 E. Candler St.,Winder,30680,33.991617,-83.718808,Minor,Concrete Block Prod
Solvay USA Inc.,577 Bankhead Hwy,Winder,30680,33.994123,-83.784345,Synthetic Minor,Specialty Chemicals Plant
Harrison Poultry Inc,107 Smithville Rd,Bethlehem,30620,33.932,-83.7154,Minor,Poultry Plant
Johns Manville - Winder Plant,713 Bankhead Hwy,Winder,30680,33.995202,-83.78577,Title V,Fiberglass Insulation Manufacturing
TrinityRail Maintenance Services Inc. - Plant 494,880 Airport Rd,Winder,30680,33.976173,-83.667642,Synthetic Minor,Railcar Component Manufacturing
Martin Marietta Materials Inc - Auburn Quarry,301 Parks Mill Rd,Auburn,30203,34.01702,-83.8195,Synthetic Minor,Granite Quarry
Blue Circle Williams Brothers,613 E. Midland Ave,Winder,30680,33.980645,-83.707934,Permit By Rule,Ready Mix Concrete
Allied Readymix Inc.,269 Parks Mill Rd,Auburn,30011,34.013266,-83.817925,Permit By Rule,Readymix Concrete
Keith McElroy Inc,2010 Railroad St,Statham,30666,33.96098,-83.590303,Permit By Rule,Wood Furniture Mfg
OAK GROVE SANITARY LANDFILL,967 Carl-Bethlehem Road,Winder,30680,33.966734,-83.773831,Title V,Municipal Solid Waste Landfill
BALDWIN PAVING CO INC PLT 1,290 Parksmill Road,Auburn,30011,34.013443,-83.817663,Synthetic Minor,Drum Mix Asphalt Plant
Southeast Culvert Inc,1094 Bankhead Hwy,Winder,30680,33.998364,-83.789648,Minor,Coated Metal Pipe
River Hawk Products,237 E Athens St Unit,Winder,30680,33.990552,-83.71821,Permit By Rule,Fiberglass Boat Mfg
Foley Products Co.,1291 Hardigree Road,Winder,30680,33.97306,-83.646487,Permit By Rule,Pre-Cast Concrete Pipe
Harrison Poultry Inc - Feed Mill,243 East Midland Avenue,Winder,30680,33.990928,-83.717011,Minor,Feed Mill
Fulton Concrete Company LLC- Auburn 2 RM,300 Parks Mill Road,Auburn,30011,34.016025,-83.819267,Permit By Rule,Dry Batch Ready-Mix Concrete Plant
Fulton Concrete Company LLC - Auburn 1 RM,300 Parks Mill Road,Auburn,30011,34.02809,-83.82573,Permit By Rule,Concrete Batch Plant
Proworks Inc.,408 Wall Rd.,Statham,30666,33.97291,-83.61547,Minor,Automotive Painting And Refinishing
Akins Ford,220 West May St.,Winder,30680,33.9943,-83.73915,Minor,Automotive Painting And Refinishing
Drive Time Car Sales Company LLC dba Drive Time,63 Pierce Road,Winder,30680,34.0035,-83.78421,Minor,Used Car Dealership
MAS Georgia LFG LLC (Oak Grove),967 Carl Bethlehem Road,Winder,30680,33.966369,-83.773756,Title V,Landfill Gas Fueled Power Generation Plant
MIZUNO USA,920 Georgia Highway 124,Braselton,30548,34.095413,-83.800872,Minor,Golf Club Manufacturing Facility
Sunbelt Asphalt Surfaces Inc.,1410 Sunblet Way,Auburn,30011,34.031563,-83.828462,Synthetic Minor,Hot Mix Asphalt Plant
Pandel Inc,21 River Dr.,Cartersville,30120,34.14915,-84.797265,Synthetic Minor,Vinyl Flooring Manufacturing Facility
New Riverside Ochre,75 Old River Road,Cartersville,30120,34.164388,-84.729744,Synthetic Minor,Barite/Ochre Processing
Chemical Products Corporation,102 Old Mill Rd,Cartersville,30120,34.150963,-84.792231,Title V,Inorganic Chemical Manufacturing Plant That Processes Barite Ore And Celestite Ore
Boral Material Technologies,317 Covered Bridge Rd,Cartersville,30120,34.112,-84.971,Minor,Fly Ash Processing
GA POWER CO. - PLANT BOWEN,317 Covered Bridge Rd,Cartersville,30120,34.125556,-84.919167,Title V,Power Generation
Tintoria Piana US Inc,1 West Ave,Cartersville,30120,34.162037,-84.793765,Permit By Rule,Synthetic Fiber Dyeing
Allied Readymix Inc.,144 Cassville Rd,Cartersville,30120,34.173512,-84.80951,Permit By Rule,Ready Mix Concrete
Shaw Industries Group Inc Plant 13,1061 West Avenue,Cartersville,30120,34.15772,-84.815293,Synthetic Minor,Carpet Mill W/Z Boilers
Oldcastle APG South Inc.,144 Cassville Road,Cartersville,30120,34.1708,-84.833,Permit By Rule,Concrete Products
GERDAU AMERISTEEL US INC.,384 Old Grassdale Rd NE,Cartersville,30120,34.250167,-84.793997,Title V,The Facility Manufactures Steel Products
Wunda Weve Carpets In,3439 Hwy 411 Ne,White,30184,34.284419,-84.743603,Minor,Synthetic Carpet Yarns
Shaw Industries Group Inc Plant 11/12,770 Joe Frank Harris,Cartersville,30120,34.187702,-84.786468,Synthetic Minor,Carpets & Rugs Mfg
TrinityRail Maintenance Services Inc. - Plant 493,190 Old Grassdale Rd,Cartersville,30120,34.23167,-84.81106,Synthetic Minor,Railcar Manufacturing
Vulcan Construction Materials LLC - Adairsville Quarry,292 East Mitchell Road,Adairsville,30103,34.369129,-84.932632,Synthetic Minor,Limestone Quarry
Anheuser-Busch Inc,100 Busch Drive,Cartersville,30120,34.25768,-84.78162,Title V,Brewery
Morgan Corp,4120 Highway 411 NE,Rydal,30171,34.335442,-84.715393,Minor,Truck Trim Mfg Facility
Tube City IMS LLC,384 Old Grassdale Road NE,Cartersville,30120,34.22708,-84.81728,Minor,Slag Processing
Vulcan Construction Materials LLC - Bartow Quarry,5840 Highway 20 SE,Cartersville,30121,34.165329,-84.798897,Synthetic Minor,Granite Quarry
Union Carbide Industrial Gases Inc,384 Old Grassdale Rd NE,Cartersville,30120,34.250167,-84.793997,Minor,Liq Nitrogen & Oxygen
Daiki Corporation,7633 Adairsville Hwy,Adairsville,30103,34.376126,-84.926225,Minor,Paint Heavy Machinery Par
Shaw Industries Group Inc Plant 15,5225 Hwy 411 SW,Cartersville,30120,34.165329,-84.798897,Minor,Tufted Carpet Manufacturing
Lafarge Building Materials Inc.,55 Burnt Hickory Rd SW,Cartersville,30120,34.165329,-84.798897,Permit By Rule,Ready Mix Concrete Plant
Thomas Concrete of Georgia Inc.,825 Burnt Hickory Rd,Cartersville,30120,34.183473,-84.829461,Permit By Rule,Ready Mix Concrete Plant
Hibberts Cabinet Shop,7 Townsley Dr,Cartersville,30120,34.181537,-84.793772,Permit By Rule,Wood Furniture Mfg
Matthews C.W. Plt 06,5840-A Highway 20,Cartersville,30120,34.205,-84.7639,Synthetic Minor,Asphalt Plant
W R Meadows Inc,50 Riverside Drive,Cartersville,30120,34.14314,-84.847365,Minor,Fiber Expansion Joint Mfg
Tyson Poultry Inc. - Fairmount,4845 Hwy 411 NE,Fairmount,30139,34.385151,-84.701347,Synthetic Minor,Grain Feed Mill
Holcim Us Inc.,2961 Hwy 411,White,30184,34.26615,-84.756331,Synthetic Minor,Portland Cement Dist Term
Sakai America Inc,90 International Pkwy,Adairsville,30103,34.3937,-84.9307,Minor,Compaction Equipment Mfg
Premier Yarn Dyers,128 George Street,Adairsville,30103,34.372144,-84.937054,Minor,Yarn Dyeing
Titus Flux Reclaiming Inc.,1575 Hwy 411,Cartersville,30120,34.214646,-84.794349,Minor,Welding Flux Powder
BARTOW COUNTY MSW LANDFILL,40 Alatoona Dam Rd.,Cartersville,30120,34.166099,-84.796121,Minor,Municipal Solid Waste Landfill
Toyo Tire North America Manufacturing Inc.,3630 US Hwy 411 NE,White,30184,34.282871,-84.745354,Synthetic Minor,Rubber Tire Mfg
Cetco,218 Industrial Park Dr,Cartersville,30121,34.234118,-84.795067,Synthetic Minor,Landfill Liner Production
Basf Corporation,1103 North Point Pkwy Se,Acworth,30102,34.085741,-84.670619,Synthetic Minor,Stucco Mfg
Ready Mix USA LLC,415 Industrial Park Road,Cartersville,30121,34.235519,-84.784558,Minor,Ready Mix Concrete Plt
Innovative Chemical Technologies Inc.,8 Riverside Dr,Cartersville,30120,34.146674,-84.847365,Synthetic Minor,Rubber Additive Mfg
Americo Manufacturing,6224 N Main St SE,Acworth,30101,34.083914,-84.698301,Minor,Non-Woven Fabrics
Tri County Gin,145 Old Stilesboro Road,Taylorsville,30178,34.085892,-84.98761,Permit By Rule,Cotton Gin
Ampacet Corporation,100 Ampacet Drive,Cartersville,30120,34.1481,-84.83687,Minor,Plastic Materials And Resins
VMC Specialty Alloys,800 Martin Luther King Dr.,Adairsville,30103,34.368595,-84.9068,Synthetic Minor,Secondary Aluminum Processing
Forsyth Body Shop,5002 Hwy 411,Kingston,30145,34.21549,-84.92829,Minor,Automotive Painting And Refinishing
Fulton Concrete Material LLC - Cartersville 2 RM,905 Rowland Springs Road,Cartersville,30121,34.18604,-84.7845,Permit By Rule,Concrete Batch Plant
Southeastern Auto Works Inc.,10 Eagles Court,Cartersville,30120,34.19558,-84.79381,Minor,Automotive Painting And Refinishing
Martin Paint & Body Works Inc.,10 C J Drive,Euharlee,30145,34.15261,-84.93153,Minor,Auto Collision Repair
Styles Collision Center,1261 West Ave.,Cartersville,30120,34.15028,-84.82918,Minor,Auto Collision & Repair
Vulcan Construction Materials LLC - Cartersville 1 RM,145 Paga Mine Road,Cartersville,30120,34.13917,-84.77521,Permit By Rule,Ready Mix Concrete Batch Plant
Eco-Energy Distribution - Atlanta,25 Riverside SW Drive,Cartersville,30120,34.14328,-84.84716,Synthetic Minor,Ethanol Storage And Transfer
Vista Progressive Metal,800 Martin Luther King Dr.,Adairsville,30103,34.3687,-84.93411,Minor,Secondary Aluminum Processing
Clarence B. Walker WTP,237 Allatoona Dam Road,Cartersville,30120,34.155,-84.355278,Minor,Water Supply And Airrigation Systems
Top Gun Architectural Coatings Inc.,200 Princeton Boulevard,Adairsville,30103,34.37165,-84.91263,Permit By Rule,Metal Coating
Skyline Steel LLC,109 Dent Drove,Cartersville,30121,34.1651,-84.79994,Minor,Fabricated Structural Metal Manufacturing
Voestalpine Automative Body Parts Inc.,21 Voestalpine Drive NE,White,30184,34.282872,-84.745214,Minor,Metal Stamping Facility
BFS USA LLC,1086 Cass White Road,White,30184,34.270842,-84.792866,Synthetic Minor,Vinyl Flooring Manufactruing
Shaw Industries Group Inc. - Plant T1,7195 Adairsville Hwy 140,Adairsville,30103,34.384731,-84.896971,Minor,Carpet Manufaturing
Americo Manufacturing,200 Cook Street,Cartersville,30120,34.15733,-84.795817,Minor,Non-Woven Fabrics
Zep Inc.,350 Joe Frank Harris Parkway SE,Cartersville,30120,34.128173,-84.751176,Minor,Chemincal Blending And Product Filling Facility
Faltec America Inc.,500-B Soho Drive,Adairsville,30103,34.382306,-84.907672,Synthetic Minor,Automobile Floor Mat Manufacturing
Ershigs Inc. @ Bowen Power Generating Plant,317 Covered Bridge Road,Cartersville,30120,34.113739,-84.925529,Permit By Rule,Fiberglass Equipment
Doehler Cartersville,400 High Point Road SE,Cartersville,30120,34.151327,-84.761595,Minor,Food Prepration Plant
Americold Cartersville,215 Industrial Park Road,Cartersville,30121,34.232425,-84.791211,Minor,Refrigerated Warehousing And Storage
Inteplast Building Products Inc.,10 Sugar Valley Rd,Cartersville,30120,34.183377,-84.825252,Synthetic Minor,Pvc Profile Manufacturing
Innovative Chemical Technologies Inc.,103 Walnut Grove Road,Cartersville,30120,34.145687,-84.828124,Minor,Chemical Manufacturing Plant
Thomas Concrete of Georgia - Adairsville Plant,1327 GA 140,Adairsville,30103,34.38626,-84.88205,Permit By Rule,Concrete Batching Plant
WEST FRASER-FITZGERALD LUMBER MILL,173 Peachtree Road,Fitzgerald,31750,31.70522,-83.20669,Title V,Lumber Mill
Watco Mechanical Services LLC,222 Rip Wiley Road,Fitzgerald,31750,31.711291,-83.21446,Title V,Freight Car Repainting
Lowell Packing Co,Harper Drive,Fitzgerald,31750,31.69742,-83.24956,Minor,Meat Processing Plant
VLS Recovery Services LLC,188 Rip Wiley Rd,Fitzgerald,31750,31.71198,-83.2146,Minor,Tank Railcar Cleaning
Southern Veneer Products,240 Peachtree Road,Fitzgerald,31750,31.695312,-83.205138,Title V,Veneer And Plywood Manufacturing
Valuhomes Inc #39,144 Stuart Way,Fitzgerald,31750,31.702856,-83.243868,Minor,Mobile Home Mfg
Home Furniture Manufa,816 E. Ocmulgee St.,Fitzgerald,31750,31.716337,-83.24488,Permit By Rule,Wood Furniture Mfg
LGS GA,122 Glen Bass Road,Fitzgerald,31750,31.6978,-83.2119,Minor,Trailer Manufacturing Facility
Lippert Components,160 Oriole Road,Fitzgerald,31750,31.688506,-83.182958,Synthetic Minor,Frame Assembly & Coating
AGRI-PRODUCTS,182 Peachtree Road,Fitzgerald,31750,31.69634,-83.205289,Title V,Animal Bedding Manufacturing Plant
DuPont Pine Products LLC,9858 U.S. Highway 82,Alapaha,31622,31.3884,-83.2093,Synthetic Minor,Lumber Mill Facility
Chaparral Boats Inc,300 Industrial Park Boulevard,Nashville,31639,31.207439,-83.231177,Title V,Boat Making Facility
Propex Operating Company LLC,1 Nashville Mills Road,Nashville,31639,31.190497,-83.248107,Minor,Textile Manufacturing
South Central Georgia Gin,US Hwy 82 West,Enigma,31749,31.41834,-83.37968,Minor,Cotton Gin
Dixon Gin Company,242 Dixon Gin Rd,Enigma,31749,31.41834,-83.37968,Permit By Rule,Cotton Gin
Graphic Packaging International LLC - Macon Mill,100 Graphic Packaging International Way,Macon,31206,32.77259,-83.63014,Title V,Kraft Pulp Mill
Mathis-Akins Concrete Block Co Inc,191 Elm St,Macon,31201,32.820813,-83.631674,Minor,Concrete Products
Solenis LLC,7525 N. E. Industrial Blvd,Macon,31206,32.701868,-83.6603,Minor,Chemical Plant
Southern Natural Gas Company L.L.C.- Ocmulgee Comp. Station,5675 Arkwright Road,Macon,31210,32.935875,-83.711996,Title V,Natural Gas Compressors
Wheelers Manufacturing Co Inc,2889 Waterville Rd.,Macon,31206,32.808313,-83.63693,Minor,Engine Part Rebuilding
Macon Cabinet Works,534 7th Street,Macon,31208,32.829921,-83.622648,Permit By Rule,Wood Office Funiture Mfg
Diamond Plastics Pvc,7614 Industrial Hwy,Macon,31206,32.702869,-83.665756,Minor,Pvc Pipe Mfg
Armstrong World Industries Inc,4520 Broadway,Macon,31206,32.779326,-83.655409,Title V,Acoustical Ceiling Tile
Schnitzer Southeast LLC,950 Lower Poplar Rd,Macon,31202,32.82456,-83.610313,Minor,Scrap Metal Processor
Down River Forest Products Inc,3271 Franklinton Rd,Macon,31202,32.840538,-83.632538,Minor,Mfg Corrugated Honeycomb
Macon Concrete Pipe Co,Masseyville Road,Macon,31201,32.84996,-83.56402,Minor,Concrete Pipe Production
Pactiv LLC,7670 Airport Dr,Macon,31216,32.705148,-83.649732,Minor,Mfg Egg Cartons
Bibb Concrete Pipe Co,690 Commerce Dr,Macon,31201,32.847375,-83.587737,Minor,Concrete Pipe Production
Wilbert Burial Vault Co,5246 Arkwright Rd,Macon,31201,32.931588,-83.702433,Minor,Mfg Concrete Vaults
YKK USA Inc Macon,4234 Ocmulgee East Blvd,Macon,31297,32.812222,-83.563333,Synthetic Minor,The Facility Manufactures Textile Fasteners
Vecenergy,2476 Allen Rd.,Macon,31216,32.741063,-83.660876,Synthetic Minor,Petroleum Storage
TransMontaigne Operating Company L.P. - Macon Terminal,5041 Forsyth Road,Macon,31210,32.882418,-83.72804,Synthetic Minor,Bulk Petroleum Storage
Magellan Terminals Holding L. P.,2505 Allen Road,Macon,31216,32.741337,-83.661606,Synthetic Minor,Bulk Petroleum Storage
MPLX Terminals LLC - Macon Terminal,2445 Allen Road,Macon,31216,32.741337,-83.660096,Synthetic Minor,Petroleum Storage
Chickasha of Georgia,2160 Waterville Road,Macon,31205,32.815176,-83.635978,Minor,Cotton Seed/Soy Bean Plt
Triangle Chemical Co,206 Lower Elm Street,Macon,31208,32.819901,-83.630133,Minor,Mfg Mocap Pesticides
Southern Chemical Products Co,430 Lower Boundary,Macon,31202,32.814717,-83.627743,Minor,Chemical Manufacturing
Georgia Forestry Comm,5645 Riggins Mill Rd,Dry Branch,31020,32.80964,-83.53974,Minor,Seed Drying & Extracting
South Granite & Marble Inc,700 Millerfield Rd,Macon,31204,32.851461,-83.589061,Minor,Dimension Stone
Colonial Pipeline Co,5019 Forsyth Road,Macon,31210,32.7412,-83.66258,Minor,Pipeline Delivery Station
Tyco Healthcare Retail Group (Was Paragon Trade Brands),7510 Industrial Hwy,Macon,31206,32.704645,-83.663491,Minor,Disposable Diaper Mfg
CHEROKEE BRICK & TILE CO.,3250 Waterville Rd,Macon,31206,32.803889,-83.635278,Title V,Brick Manufacturing
IMTT Macon,6225 Hawkinsville Rd,Macon,31216,32.735219,-83.655962,Synthetic Minor,Bulk Petroleum Terminal
YKK National Manufacturing Center - Chestney,3340 Chestney Rd,Macon,31217,32.81722,-83.53872,Synthetic Minor,The Facility Manufactures Textile Fasteners
O-N Minerals (Luttrell) Company,Old Gaul City Road,Macon,31202,32.77662,-83.63696,Synthetic Minor,Calcium Carbonate Process
Columbia Coliseum Med,350 Hospital Dr,Macon,31213,32.845937,-83.618997,Permit By Rule,Hospital
Bellsouth Telecommuni,787 Cherry St.,Macon,31204,32.838377,-83.631767,Permit By Rule,Emergency Standby Generat
Blue Circle Wms Bros,530 Commerce Drive,Macon,31206,32.845201,-83.590914,Permit By Rule,Ready Mix Concrete Plant
Lafarge Building Mate,2901 Roff Avenue,Macon,31206,32.844729,-83.668342,Permit By Rule,Ready Mix Concrete Plant
Cardwell Cabinets & M,3879 Lake Street 1A,Macon,31204,32.854633,-83.684536,Permit By Rule,Wood Furniture Mfg
Middlebrooks Cabinet,7385 Industrial Way,Macon,31206,32.707559,-83.661247,Permit By Rule,Wood Furniture Mfg
Balkcom Cabinet & Mil,5290 Riverside Dr,Macon,31210,32.935174,-83.716752,Permit By Rule,Wood Furniture Mfg
Custom Craft Furnitur,3895 Napier Avenue,Macon,31204,32.855071,-83.687644,Permit By Rule,Wood Furniture Mfg
Parsons Cabinet & Fix,2660 Roff Avenue,Macon,31204,32.841942,-83.663959,Permit By Rule,Wood Furniture Mfg
Cabinets-N-Woodworks,4014 475 Industrial Blvd,Macon,31210,32.840538,-83.632538,Permit By Rule,Wood Furniture Mfg
The Macon Telegraph,120 Broadway,Macon,31213,32.83813,-83.622957,Minor,Flexographic Printing
Johns Manville,899 Joe Tamplin Industrial Blvd,Macon,31217,32.808067,-83.547262,Synthetic Minor,Asphalt Roofing Plant
Macon Walker Road MSW Landfill,920 11th Street,Macon,31201,32.828532,-83.619475,Minor,Municipal Solid Waste Landfill
Embraer Aircraft Maintenance Services Inc.,150 East Dr,Macon,31216,32.699188,-83.642676,Minor,Aircarft Subassembly Coating Opeation
Beasley Flooring Products Inc.,7702 Industrial Hwy,Macon,31216,32.701174,-83.667852,Minor,Hardwood Floor Mfg  Including Drying
PANAPRINT INC,7979 NE INDUSTRIAL BLVD,Macon,31296,32.706437,-83.656516,Synthetic Minor,Commercial Lithographic Printing
Freudenberg Texbond LP,660 Allied Industrial Blvd,Macon,31206,32.775963,-83.646779,Minor,Polyester Fiber Nonwovens
Nichiha USA Inc. - Macon Cement Fiberboard Plant,3150 Avondale Mill Road,Macon,31216,32.691666,-83.676987,Title V,Cement Fiberboard Manufacturing
ARGOS Ready Mix LLC (Macon-Roff),2902 Roff Avenue,Macon,31206,32.844438,-83.668418,Permit By Rule,Concrete Batch Plant
Kumho Tire Georgia Inc.,3051 Kumho Parkway,Macon,31216,32.73218,-83.687063,Synthetic Minor,Tire Manufacturing Facility
First Quality Baby Products LLC,2108 Avondale Mill Road,Macon,31216,32.691697,-83.665867,Minor,Diaper Manufacturing Plant
Aerospace Defense Coating of Georgia Inc.,7700 N.E. Industrial Blvd.,Macon,31216,32.69793,-83.66349,Synthetic Minor,Aerospace Maintenance Facility
Riverside Ford Lincoln Mercury Inc.,2089 Riverside Dr.,Macon,31204,32.85751,-83.64627,Minor,Automotive Painting And Refinishing
Superior Paint & Body,883 Key Street,Macon,31204,32.82044,-83.67453,Minor,Automotive Painting And Refinishing
Jim's Paint & Body Shop Inc.,4057 Houston Avenue,Macon,31206,32.79287,-83.65568,Minor,Automotive Painting And Refinishing
Motorworks Inc.,3086 Mercer University Dr.,Macon,31204,32.82516,-83.67688,Minor,Automotive Painting And Refinishing
Harrison's Body Shop Inc.,900 Old Clinton Rd.,Macon,31211,32.88648,-83.60141,Minor,Automotive Painting And Refinishing
Jackson Automotive Group,4781 Riverside Dr.,Macon,31210,32.92232,-83.70905,Minor,Automotive Painting And Refinishing
Nextran Truck Center - Macon,2855 Broadway,Macon,31206,32.80898,-83.64039,Minor,Automotive Painting And Refinishing
Mears of Macon Inc.,4410 Interstate Dr.,Macon,31210,32.82231,-83.72832,Minor,Automotive Painting And Refinishing
Five Star Collision Center,3068 Riverside Dr.,Macon,31210,32.88838,-83.67698,Minor,Auto Collision & Repair
Imports Limited Paint & Body,1744 Broadway,Macon,31201,32.81966,-83.63845,Minor,Auto Collision & Repair
Econo Auto Painting,1046 Eisenhower Pkwy,Macon,31206,32.814,-83.65527,Minor,Auto Collision & Repair
Trooper's Collision Center Inc.,217 Emery Highway,Macon,31217,32.84822,-83.62238,Minor,Auto Body Shop
Ryder/Sara Lee SE Mixing Center,1075 Frank C Amerson Jr Parkway,Macon,31216,32.739741,-83.723386,Minor,Refrigerated Warehousing And Storage
Lower Poplar Street WRF,1101 Lower Poplar Street,Macon,31201,32.81234,-83.60437,Minor,Sewage Treatment Facilities
Lineage Macon,235 NW Industrial Blvd.,Macon,31216,32.967528,-83.660417,Minor,Refrigerated Warehousing And Storage
